blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,5282
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037194908
sample_count,134427
duration_from_sample_count_ms,4999.999853
duration_error_ms,-0.000147
duration_error_percent,-0.000003

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
388,14.431624174,120,58.560000,0.058560000
389,14.468819082,35,17.080000,0.017080000
390,14.506013989,31,15.128000,0.015128000
391,14.543208897,61,29.768000,0.029768000
392,14.580403805,54,26.352000,0.026352000
393,14.617598712,27,13.176000,0.013176000
394,14.654793620,40,19.520000,0.019520000
395,14.691988528,30,14.640000,0.014640000
396,14.729183435,58,28.304000,0.028304000
397,14.766378343,8,3.904000,0.003904000
398,14.803573251,65,31.720000,0.031720000
399,14.840768158,66,32.208000,0.032208000
400,14.877963066,13,6.344000,0.006344000
401,14.915157974,5,2.440000,0.002440000
402,14.952352881,30,14.640000,0.014640000
403,14.989547789,62,30.256000,0.030256000
404,15.026742697,42,20.496000,0.020496000
405,15.063937604,24,11.712000,0.011712000
406,15.101132512,50,24.400000,0.024400000
407,15.138327420,50,24.400000,0.024400000
408,15.175522327,40,19.520000,0.019520000
409,15.212717235,61,29.768000,0.029768000
410,15.249912143,-18,-8.784000,-0.008784000
411,15.287107050,116,56.608000,0.056608000
412,15.324301958,21,10.248000,0.010248000
413,15.361496866,59,28.792000,0.028792000
414,15.398691773,54,26.352000,0.026352000
415,15.435886681,73,35.624000,0.035624000
416,15.473081589,67,32.696000,0.032696000
417,15.510276496,41,20.008000,0.020008000
418,15.547471404,73,35.624000,0.035624000
419,15.584666312,46,22.448000,0.022448000
420,15.621861219,78,38.064000,0.038064000
421,15.659056127,34,16.592000,0.016592000
422,15.696251035,52,25.376000,0.025376000
423,15.733445942,28,13.664000,0.013664000
424,15.770640850,66,32.208000,0.032208000
425,15.807835758,47,22.936000,0.022936000
426,15.845030665,16,7.808000,0.007808000
427,15.882225573,24,11.712000,0.011712000
428,15.919420481,32,15.616000,0.015616000
429,15.956615388,48,23.424000,0.023424000
430,15.993810296,69,33.672000,0.033672000
431,16.031005204,23,11.224000,0.011224000
432,16.068200111,21,10.248000,0.010248000
433,16.105395019,73,35.624000,0.035624000
434,16.142589927,-7,-3.416000,-0.003416000
435,16.179784834,62,30.256000,0.030256000
436,16.216979742,57,27.816000,0.027816000
437,16.254174650,-12,-5.856000,-0.005856000
438,16.291369557,52,25.376000,0.025376000
439,16.328564465,62,30.256000,0.030256000
440,16.365759373,61,29.768000,0.029768000
441,16.402954280,31,15.128000,0.015128000
442,16.440149188,74,36.112000,0.036112000
443,16.477344096,59,28.792000,0.028792000
444,16.514539003,6,2.928000,0.002928000
445,16.551733911,94,45.872000,0.045872000
446,16.588928819,75,36.600000,0.036600000
447,16.626123726,52,25.376000,0.025376000
448,16.663318634,78,38.064000,0.038064000
449,16.700513542,54,26.352000,0.026352000
450,16.737708449,62,30.256000,0.030256000
451,16.774903357,95,46.360000,0.046360000
452,16.812098265,44,21.472000,0.021472000
453,16.849293172,40,19.520000,0.019520000
454,16.886488080,16,7.808000,0.007808000
455,16.923682988,70,34.160000,0.034160000
456,16.960877895,27,13.176000,0.013176000
457,16.998072803,46,22.448000,0.022448000
458,17.035267711,38,18.544000,0.018544000
459,17.072462618,57,27.816000,0.027816000
460,17.109657526,14,6.832000,0.006832000
461,17.146852434,55,26.840000,0.026840000
462,17.184047341,40,19.520000,0.019520000
463,17.221242249,47,22.936000,0.022936000
464,17.258437157,70,34.160000,0.034160000
465,17.295632064,50,24.400000,0.024400000
466,17.332826972,51,24.888000,0.024888000
467,17.370021880,58,28.304000,0.028304000
468,17.407216787,21,10.248000,0.010248000
469,17.444411695,63,30.744000,0.030744000
470,17.481606603,37,18.056000,0.018056000
471,17.518801510,58,28.304000,0.028304000
472,17.555996418,69,33.672000,0.033672000
473,17.593191326,45,21.960000,0.021960000
474,17.630386233,69,33.672000,0.033672000
475,17.667581141,40,19.520000,0.019520000
476,17.704776049,56,27.328000,0.027328000
477,17.741970956,51,24.888000,0.024888000
478,17.779165864,76,37.088000,0.037088000
479,17.816360772,54,26.352000,0.026352000
480,17.853555679,75,36.600000,0.036600000
481,17.890750587,38,18.544000,0.018544000
482,17.927945495,36,17.568000,0.017568000
483,17.965140402,58,28.304000,0.028304000
484,18.002335310,29,14.152000,0.014152000
485,18.039530218,59,28.792000,0.028792000
486,18.076725125,29,14.152000,0.014152000
487,18.113920033,86,41.968000,0.041968000
488,18.151114941,45,21.960000,0.021960000
489,18.188309848,23,11.224000,0.011224000
490,18.225504756,42,20.496000,0.020496000
491,18.262699664,69,33.672000,0.033672000
492,18.299894571,35,17.080000,0.017080000
493,18.337089479,45,21.960000,0.021960000
494,18.374284387,6,2.928000,0.002928000
495,18.411479294,78,38.064000,0.038064000
496,18.448674202,18,8.784000,0.008784000
497,18.485869110,23,11.224000,0.011224000
498,18.523064017,39,19.032000,0.019032000
499,18.560258925,95,46.360000,0.046360000
500,18.597453833,40,19.520000,0.019520000
501,18.634648740,27,13.176000,0.013176000
502,18.671843648,42,20.496000,0.020496000
503,18.709038556,40,19.520000,0.019520000
504,18.746233463,61,29.768000,0.029768000
505,18.783428371,46,22.448000,0.022448000
506,18.820623279,57,27.816000,0.027816000
507,18.857818186,33,16.104000,0.016104000
508,18.895013094,70,34.160000,0.034160000
509,18.932208002,72,35.136000,0.035136000
510,18.969402909,39,19.032000,0.019032000
511,19.006597817,55,26.840000,0.026840000
512,19.043792725,16,7.808000,0.007808000
513,19.080987632,58,28.304000,0.028304000
514,19.118182540,70,34.160000,0.034160000
515,19.155377448,48,23.424000,0.023424000
516,19.192572355,51,24.888000,0.024888000
517,19.229767263,39,19.032000,0.019032000
518,19.266962171,51,24.888000,0.024888000
519,19.304157078,15,7.320000,0.007320000
520,19.341351986,33,16.104000,0.016104000
521,19.378546894,16,7.808000,0.007808000
522,19.415741801,104,50.752000,0.050752000
523,19.452936709,51,24.888000,0.024888000
524,19.490131617,57,27.816000,0.027816000
525,19.527326524,5,2.440000,0.002440000
526,19.564521432,58,28.304000,0.028304000
527,19.601716340,28,13.664000,0.013664000
528,19.638911247,44,21.472000,0.021472000
529,19.676106155,33,16.104000,0.016104000
530,19.713301063,36,17.568000,0.017568000
531,19.750495970,62,30.256000,0.030256000
532,19.787690878,27,13.176000,0.013176000
533,19.824885786,77,37.576000,0.037576000
534,19.862080693,31,15.128000,0.015128000
535,19.899275601,38,18.544000,0.018544000
536,19.936470509,80,39.040000,0.039040000
537,19.973665416,15,7.320000,0.007320000
538,20.010860324,45,21.960000,0.021960000
539,20.048055232,4,1.952000,0.001952000
540,20.085250139,41,20.008000,0.020008000
541,20.122445047,15,7.320000,0.007320000
542,20.159639955,46,22.448000,0.022448000
543,20.196834862,44,21.472000,0.021472000
544,20.234029770,63,30.744000,0.030744000
545,20.271224678,47,22.936000,0.022936000
546,20.308419585,30,14.640000,0.014640000
547,20.345614493,60,29.280000,0.029280000
548,20.382809401,74,36.112000,0.036112000
549,20.420004308,58,28.304000,0.028304000
550,20.457199216,28,13.664000,0.013664000
551,20.494394124,68,33.184000,0.033184000
552,20.531589031,19,9.272000,0.009272000
553,20.568783939,50,24.400000,0.024400000
554,20.605978847,1,0.488000,0.000488000
555,20.643173754,28,13.664000,0.013664000
556,20.680368662,52,25.376000,0.025376000
557,20.717563570,90,43.920000,0.043920000
558,20.754758477,14,6.832000,0.006832000
559,20.791953385,75,36.600000,0.036600000
560,20.829148293,50,24.400000,0.024400000
561,20.866343200,69,33.672000,0.033672000
562,20.903538108,27,13.176000,0.013176000
563,20.940733016,33,16.104000,0.016104000
564,20.977927923,86,41.968000,0.041968000
565,21.015122831,53,25.864000,0.025864000
566,21.052317739,20,9.760000,0.009760000
567,21.089512646,40,19.520000,0.019520000
568,21.126707554,46,22.448000,0.022448000
569,21.163902462,24,11.712000,0.011712000
570,21.201097369,54,26.352000,0.026352000
571,21.238292277,29,14.152000,0.014152000
572,21.275487185,84,40.992000,0.040992000
573,21.312682092,38,18.544000,0.018544000
574,21.349877000,22,10.736000,0.010736000
575,21.387071908,61,29.768000,0.029768000
576,21.424266815,29,14.152000,0.014152000
577,21.461461723,100,48.800000,0.048800000
578,21.498656631,-3,-1.464000,-0.001464000
579,21.535851538,45,21.960000,0.021960000
580,21.573046446,51,24.888000,0.024888000
581,21.610241354,65,31.720000,0.031720000
582,21.647436261,23,11.224000,0.011224000
583,21.684631169,81,39.528000,0.039528000
584,21.721826077,79,38.552000,0.038552000
585,21.759020984,5,2.440000,0.002440000
586,21.796215892,54,26.352000,0.026352000
587,21.833410800,2,0.976000,0.000976000
588,21.870605707,78,38.064000,0.038064000
589,21.907800615,67,32.696000,0.032696000
590,21.944995522,34,16.592000,0.016592000
591,21.982190430,85,41.480000,0.041480000
592,22.019385338,16,7.808000,0.007808000
593,22.056580245,44,21.472000,0.021472000
594,22.093775153,75,36.600000,0.036600000
595,22.130970061,8,3.904000,0.003904000
596,22.168164968,64,31.232000,0.031232000
597,22.205359876,84,40.992000,0.040992000
598,22.242554784,43,20.984000,0.020984000
599,22.279749691,51,24.888000,0.024888000
600,22.316944599,47,22.936000,0.022936000
601,22.354139507,25,12.200000,0.012200000
602,22.391334414,14,6.832000,0.006832000
603,22.428529322,37,18.056000,0.018056000
604,22.465724230,17,8.296000,0.008296000
605,22.502919137,28,13.664000,0.013664000
606,22.540114045,62,30.256000,0.030256000
607,22.577308953,55,26.840000,0.026840000
608,22.614503860,35,17.080000,0.017080000
609,22.651698768,39,19.032000,0.019032000
610,22.688893676,46,22.448000,0.022448000
611,22.726088583,34,16.592000,0.016592000
612,22.763283491,41,20.008000,0.020008000
613,22.800478399,42,20.496000,0.020496000
614,22.837673306,62,30.256000,0.030256000
615,22.874868214,35,17.080000,0.017080000
616,22.912063122,50,24.400000,0.024400000
617,22.949258029,51,24.888000,0.024888000
618,22.986452937,35,17.080000,0.017080000
